DOD Component,DOD Country,DOD Joint Base,DOD Status,DOD Site Name,DOD State,Carcinogen,Chemical Name,Classification,Clean Air Act,Date Signed,Elemental Metal,Facility City,Facility County,Facility Name,Facility State,Facility Street,Facility Zip Code,Federal Facility,Metal,Mixture Name,PFAS,Reporting Year,TRI Chemical ID,TRIFD,Unit of Measure,X,Y
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Lead compounds,PBT,YES,2020-06-16,NO,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,IMCB PWE BLDG 5134 2ND ST & WICKHAM AVE,42223,YES,YES,,NO,2019,N420,42223SRMYF8MILE,Pounds,-87.466933,36.651306
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Lead compounds,PBT,YES,2021-06-29,NO,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,IMCB PWE BLDG 5134 2ND ST & WICKHAM AVE,42223,YES,YES,,NO,2020,N420,42223SRMYF8MILE,Pounds,-87.466933,36.651306
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Xylene (mixed isomers),TRI,YES,1995-06-28,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1994,0001330207,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Toluene,TRI,YES,1995-06-28,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1994,0000108883,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,YES,Ethylbenzene,TRI,YES,1995-06-28,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1994,0000100414,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,YES,Ethylbenzene,TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0000100414,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Xylene (mixed isomers),TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0001330207,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Ethylene glycol,TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0000107211,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Methanol,TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0000067561,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Toluene,TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0000108883,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,YES,Trichloroethylene,TRI,YES,1996-07-30,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1995,0000079016,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Ethylene glycol,TRI,YES,1997-06-19,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1996,0000107211,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,YES,Dichloromethane,TRI,YES,1997-06-19,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1996,0000075092,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Campbell,Kentucky,NO,Ethylene glycol,TRI,YES,1998-06-04,,FORT CAMPBELL,CHRISTIAN,US ARMY FORT CAMPBELL,KY,BLDG 2186 13 1/2 ST,42223,YES,NO,,NO,1997,0000107211,42223SDDSR8MILE,Pounds,-87.437861,36.644556
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2010-08-20,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2009,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2011-06-06,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2010,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2012-07-18,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2011,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2013-06-13,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2012,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2014-05-30,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2013,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2015-06-15,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2014,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2016-06-13,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2015,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2017-06-20,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2016,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2018-06-14,,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2017,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2019-06-13,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2018,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2020-06-24,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2019,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2021-03-18,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,NATIONAL SECURITY AGENCY FIRING RANGE,MD,9800 SAVAGE RD,20755,YES,YES,,NO,2020,0007439921,20755SDPTF9800S,Pounds,-76.7728,39.11179
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2001-12-04,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2000,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2001-12-04,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2000,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2002-06-26,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2001,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2002-06-26,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2001,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2003-06-27,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2002,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2003-06-27,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2002,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2004-04-26,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2003,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2004-04-26,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2003,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2005-05-25,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2004,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2005-05-25,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2004,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2006-06-09,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2005,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2007-06-29,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2006,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2008-05-06,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2007,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2008-05-06,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2007,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2009-06-29,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2008,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2009-06-29,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2008,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Chlorine,TRI,YES,2010-06-15,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2009,0007782505,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Methanol,TRI,YES,2010-06-15,,FORT GEORGE G MEADE,ANNE ARUNDEL,U.S. ARMY DIRECTORATE OF PUBLIC WORKS FORT GEORGE G. MEADE,MD,239 CHISHOLM AVE,207555115,YES,NO,,NO,2009,0000067561,20755DRCTR239RO,Pounds,-76.715278,39.083333
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Lead compounds,PBT,YES,2020-05-29,YES,FORT GEORGE G MEADE,ANNE ARUNDEL,USSS RANGE (FORT MEADE),MD,4409 LLEWELLYN AVE,20755,YES,YES,,NO,2018,N420,2075WSSSRN449LL,Pounds,-76.734505,39.097995
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Lead compounds,PBT,YES,2020-05-29,YES,FORT GEORGE G MEADE,ANNE ARUNDEL,USSS RANGE (FORT MEADE),MD,4409 LLEWELLYN AVE,20755,YES,YES,,NO,2019,N420,2075WSSSRN449LL,Pounds,-76.734505,39.097995
Army Active,United States,N/A,ACT,Fort Meade,Maryland,NO,Lead compounds,PBT,YES,2021-06-09,YES,FORT GEORGE G MEADE,ANNE ARUNDEL,USSS RANGE (FORT MEADE),MD,4409 LLEWELLYN AVE,20755,YES,YES,,NO,2020,N420,2075WSSSRN449LL,Pounds,-76.734505,39.097995
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2016-06-27,,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2015,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2017-06-26,,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2016,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2018-06-21,,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2017,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2019-08-22,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2018,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2020-06-25,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2019,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,Fort Meade,Maryland,YES,Lead,PBT,YES,2021-06-24,NO,FORT GEORGE G MEADE,ANNE ARUNDEL,FORT GEORGE G MEADE,MD,4216 ROBERTS AVE,20755,YES,YES,,NO,2020,0007439921,2075WFRTGR24685,Pounds,-76.725597,39.100925
Army Active,United States,N/A,ACT,U.S. Army Natick Soldier Systems Center,Massachusetts,NO,"Benzo[g,h,i]perylene",PBT,YES,2002-06-28,,NATICK,MIDDLESEX,US ARMY SOLDIER SYSTEMS CENTER,MA,KANSAS ST,01760,YES,NO,,NO,2001,0000191242,01760SRMYSKANSA,Pounds,-71.363611,42.288889
Army Active,United States,N/A,ACT,U.S. Army Natick Soldier Systems Center,Massachusetts,YES,Polycyclic aromatic compounds,PBT,YES,2002-06-28,,NATICK,MIDDLESEX,US ARMY SOLDIER SYSTEMS CENTER,MA,KANSAS ST,01760,YES,NO,,NO,2001,N590,01760SRMYSKANSA,Pounds,-71.363611,42.288889
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Dibutyl phthalate,TRI,YES,1998-07-06,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1994,0000084742,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Dibutyl phthalate,TRI,YES,1997-01-16,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1995,0000084742,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Chlorine,TRI,YES,1997-01-16,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1995,0007782505,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,YES,"2,4-Dinitrotoluene",TRI,YES,1997-01-16,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1995,0000121142,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1999-06-30,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1995,0007647010,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Lead compounds,PBT,YES,1997-01-16,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,YES,,NO,1995,N420,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1999-06-30,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1996,0007647010,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Lead compounds,PBT,YES,1997-09-05,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,YES,,NO,1996,N420,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Dibutyl phthalate,TRI,YES,1998-06-05,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1997,0000084742,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,YES,"2,4-Dinitrotoluene",TRI,YES,1998-06-05,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1997,0000121142,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Lead compounds,PBT,YES,1998-06-05,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,YES,,NO,1997,N420,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Chlorine,TRI,YES,1998-06-05,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1997,0007782505,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1999-06-30,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1997,0007647010,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,YES,"2,4-Dinitrotoluene",TRI,YES,1999-08-12,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1998,0000121142,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Dibutyl phthalate,TRI,YES,1999-06-30,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1998,0000084742,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1999-06-30,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1998,0007647010,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Lead compounds,PBT,YES,2000-01-31,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,YES,,NO,1998,N420,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,2000-06-20,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1999,0007647010,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Lead compounds,PBT,YES,2000-06-20,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,YES,,NO,1999,N420,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Dibutyl phthalate,TRI,YES,2000-06-20,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1999,0000084742,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,YES,"2,4-Dinitrotoluene",TRI,YES,2000-06-20,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1999,0000121142,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,NO,Chlorine,TRI,YES,2000-06-20,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,1999,0007782505,24141SDDSRPOBOX,Pounds,-80.541111,37.180556
Army Active,United States,N/A,ACT,Radford Army Ammunition Plant,Virginia,YES,Dioxin and dioxin-like compounds,DIOXIN,YES,2001-06-01,,RADFORD,MONTGOMERY,US ARMY RADFORD ARMY AMMUNITION PLANT,VA,RT 114 RADFORD ARMY AMMUNITION PLANT,24141,YES,NO,,NO,2000,N150,24141SDDSRPOBOX,Grams,-80.541111,37.180556
